coords,other_flats_less500m,other_flats_0.5-1km,other_flats_1-3km,other_flats_3-5km,other_flats_5-10km,other_flats_10-15km
"('55.703454', '37.489509')",11,16,137,291,1283,1478
"('55.7622179', '37.6337951')",5,27,273,473,1428,2009
"('55.770126', '37.628326')",15,25,267,467,1427,1991
"('55.768936', '37.61811')",13,33,299,429,1491,1979
"('55.761112', '37.635961')",8,24,267,471,1422,2000
"('55.731374', '37.589985')",7,14,227,432,1682,1678
"('55.75371', '37.642124')",6,21,237,497,1416,1974
"('55.734567', '37.595716')",4,18,239,462,1641,1754
"('55.729437', '37.572872')",3,19,189,424,1698,1600
"('55.729594', '37.56688')",4,13,185,422,1712,1566
"('55.721234', '37.576816')",15,12,148,423,1655,1615
"('55.718659', '37.576807')",12,11,139,410,1641,1620
"('55.719337', '37.581318')",8,19,146,399,1654,1623
"('55.721929', '37.577804')",13,15,153,421,1651,1628
"('55.7224843', '37.5740008')",14,16,144,437,1660,1598
"('55.7246313', '37.5723859')",9,24,157,425,1690,1575
"('55.721006', '37.584326')",6,19,149,400,1659,1635
"('55.720687', '37.572378')",13,13,134,436,1644,1601
"('55.72961', '37.570474')",3,15,192,422,1707,1582
"('55.722091', '37.56777')",10,14,148,425,1687,1541
"('55.707054', '37.93703')",6,19,26,31,164,443
"('55.706695', '37.922398')",6,11,43,28,213,501
"('55.699657', '37.92538')",8,8,41,29,196,466
"('55.71236', '37.882566')",5,5,29,108,290,770
"('55.701815', '37.942727')",10,11,27,27,147,402
"('55.704433', '37.918984')",4,12,42,32,219,517
"('55.70319', '37.931713')",7,20,27,35,170,451
"('55.70492', '37.943427')",7,13,26,28,150,404
"('55.699639', '37.941783')",8,13,25,29,143,408
"('55.710951', '37.893131')",4,7,33,82,277,688
"('55.700111', '37.929988')",8,17,28,36,170,459
"('55.70526', '37.93386')",7,21,25,36,165,456
"('55.717574', '37.888621')",4,11,20,105,280,750
"('55.721255', '37.902931')",5,3,39,59,251,660
"('55.713365', '37.88757')",8,3,31,95,288,735
"('55.703261', '37.947838')",6,8,30,24,138,398
"('55.705919', '37.931731')",8,18,31,31,180,453
"('55.69963', '37.92916')",8,16,29,36,170,465
"('55.720859', '37.90533')",4,3,39,55,245,641
"('55.712284', '37.891433')",5,6,32,84,286,703
"('55.700101', '37.941981')",8,13,25,29,143,408
"('55.701516', '37.948898')",7,6,32,22,138,392
"('55.7228', '37.868526')",1,1,51,93,373,836
"('55.705696', '37.938602')",7,19,24,33,156,430
"('55.685178', '37.927311')",5,2,34,33,161,428
"('55.682788', '37.928542')",3,4,31,33,154,425
"('55.68113', '37.92423')",6,1,33,34,164,432
"('55.702318', '37.928174')",12,10,39,27,189,461
"('55.70143', '37.944514')",10,9,29,25,141,405
"('55.682808', '37.917331')",5,2,33,39,195,436
"('55.682869', '37.9192')",5,2,33,39,186,441
"('55.693226', '37.722082')",1,5,85,254,1012,1623
"('55.689686', '37.730858')",3,8,94,227,951,1566
"('55.69551', '37.746113')",5,6,111,195,913,1492
"('55.67957', '37.762246')",8,11,111,149,751,1299
"('55.925707', '37.544369')",2,2,17,49,364,600
"('55.930453', '37.54506')",1,3,12,37,330,576
"('55.912315', '37.548115')",2,4,37,85,437,722
"('55.920381', '37.553217')",1,4,21,72,375,638
"('55.896843', '37.53005')",2,6,65,125,512,921
"('55.892304', '37.535772')",5,7,81,133,570,977
"('55.88331', '37.538162')",8,10,97,165,661,1041
"('55.867996', '37.533616')",10,11,123,186,846,1102
"('55.913565', '37.553972')",2,3,36,85,411,725
"('55.831423', '37.351716')",1,2,30,63,358,790
"('55.843876', '37.445347')",6,7,127,152,738,1162
"('55.848026', '37.427776')",7,13,80,185,587,1145
"('55.739721', '37.659874')",8,27,222,386,1468,1797
"('55.742027', '37.670277')",10,22,214,346,1470,1724
"('55.741151', '37.672046')",12,25,209,336,1477,1701
"('55.747322', '37.66203')",4,20,211,412,1439,1819
"('55.735348', '37.659272')",9,23,214,369,1486,1787
"('55.731992', '37.672756')",17,29,177,311,1485,1712
"('55.760834', '37.593444')",18,46,309,445,1557,1933
"('55.781109', '37.641584')",13,17,222,424,1428,1822
"('55.8239989', '37.754714')",5,9,80,143,668,1298
"('55.740249', '37.650846')",6,19,220,430,1468,1858
"('55.739676', '37.669639')",14,21,205,348,1465,1737
"('55.7811995', '37.6439518')",8,21,212,424,1423,1797
"('55.801556', '37.609344')",7,9,198,369,1559,1554
"('55.8053565', '37.6170284')",8,11,159,367,1549,1462
"('55.803738', '37.61088')",11,6,187,361,1566,1506
"('55.792007', '37.615785')",4,8,255,383,1537,1704
"('55.8049325', '37.6134014')",10,6,174,354,1574,1463
"('55.805084', '37.618004')",7,11,156,369,1541,1476
"('55.779778', '37.63897')",12,20,229,438,1407,1879
"('55.77647', '37.59887')",16,36,307,444,1479,1930
"('55.658129', '37.752975')",6,18,109,107,668,1150
"('55.65498', '37.760494')",8,10,110,90,620,1064
"('55.652319', '37.773412')",2,8,91,97,533,1011
"('55.663486', '37.76536')",6,21,80,140,612,1176
"('55.658642', '37.762929')",9,15,97,111,614,1113
"('55.633419', '37.801134')",4,2,22,96,363,786
"('55.651765', '37.769936')",5,5,98,93,538,1031
"('55.663658', '37.748687')",8,13,107,125,738,1212
"('55.660785', '37.731919')",7,8,119,119,827,1250
"('55.664055', '37.753245')",8,17,97,132,702,1199
"('55.660654', '37.749933')",9,14,111,119,703,1185
"('55.662187', '37.746076')",9,15,107,125,736,1208
"('55.660516', '37.774373')",5,14,85,114,583,1047
"('55.660008', '37.743332')",5,18,107,127,735,1204
"('55.660892', '37.747065')",9,14,109,121,719,1196
"('55.663568', '37.770537')",5,17,81,130,603,1119
"('55.641', '37.65718')",5,8,46,184,915,1325
"('55.712234', '37.489509')",7,24,155,247,1414,1391
"('55.712888', '37.489455')",7,26,157,245,1417,1386
"('55.704981', '37.501618')",6,29,128,323,1364,1481
"('55.705067', '37.495518')",15,18,135,297,1339,1474
"('55.71005', '37.47141')",7,17,174,221,1242,1433
"('55.710423', '37.476017')",8,17,168,220,1286,1429
"('55.709596', '37.481603')",9,18,159,228,1334,1414
"('55.712812', '37.485367')",8,19,165,224,1409,1376
"('55.708035', '37.478962')",7,21,159,236,1270,1446
"('55.721027', '37.456505')",9,15,153,202,1204,1474
"('55.695487', '37.485702')",2,27,141,287,1172,1516
"('55.731518', '37.458614')",7,19,138,288,1188,1566
"('55.72274', '37.46025')",9,15,153,217,1238,1479
"('55.76739', '37.586094')",19,53,308,439,1552,1909
"('55.771434', '37.60593')",15,46,297,444,1488,1985
"('55.769093', '37.601833')",19,54,297,449,1503,1978
"('55.762824', '37.591728')",20,35,325,435,1554,1931
"('55.7691245', '37.5918648')",23,55,299,442,1524,1942
"('55.7748953', '37.6012277')",18,34,312,436,1490,1944
"('55.765235', '37.598295')",23,50,304,445,1540,1966
"('55.763913', '37.595465')",22,44,312,437,1546,1949
"('55.774092', '37.594683')",19,49,297,458,1485,1945
"('55.773241', '37.603657')",16,40,307,443,1487,1968
"('55.767621', '37.5994921')",23,54,299,445,1516,1974
"('55.774988', '37.60726')",9,37,291,450,1459,1975
"('55.774527', '37.592195')",23,46,296,459,1489,1926
"('55.882183', '37.706505')",1,8,34,77,439,999
"('55.878091', '37.716252')",3,5,25,68,455,972
"('55.8709917', '37.6883546')",3,2,82,84,582,1157
"('55.87263', '37.634216')",6,13,138,122,694,1288
"('55.869026', '37.646236')",5,21,120,114,702,1299
"('55.875683', '37.72626')",1,5,20,62,458,936
"('55.868797', '37.63719')",9,10,125,138,730,1317
"('55.867035', '37.638485')",6,14,114,149,736,1345
"('55.869243', '37.712731')",5,3,38,75,557,1068
"('55.874294', '37.647846')",6,17,105,124,589,1276
"('55.7550202', '37.5435738')",9,21,229,441,1619,1647
"('55.7546089', '37.5420957')",10,17,227,446,1609,1648
"('55.7513508', '37.5341325')",9,19,209,431,1618,1604
"('55.7839099', '37.595828')",8,23,305,434,1505,1819
"('55.789213', '37.599669')",8,12,289,415,1519,1756
"('55.787376', '37.600388')",9,14,303,415,1520,1778
"('55.779251', '37.597962')",7,38,300,439,1487,1886
"('55.782856', '37.59232')",6,39,287,457,1490,1839
"('55.7850895', '37.5890829')",12,18,300,437,1502,1798
"('55.78612', '37.598778')",9,15,304,422,1517,1792
"('55.781834', '37.61183')",5,17,284,429,1484,1880
"('55.790863', '37.603514')",4,15,277,402,1539,1715
"('55.78795', '37.592106')",10,14,286,420,1521,1764
"('55.786996', '37.594414')",12,11,303,417,1523,1772
"('55.776791', '37.606011')",11,31,294,447,1466,1948
"('55.77437', '37.60461')",11,40,301,448,1469,1971
"('55.778137', '37.6024')",10,34,299,444,1467,1927
"('55.78724', '37.59604')",12,9,308,412,1528,1771
"('55.72833', '37.520752')",5,14,130,359,1636,1383
"('55.721807', '37.51361')",2,14,130,339,1559,1383
"('55.713126', '37.513071')",9,13,122,352,1496,1437
"('55.67028', '37.498231')",6,24,173,286,981,1593
"('55.712244', '37.488341')",7,23,158,237,1418,1381
"('55.707963', '37.508544')",6,25,118,338,1412,1501
"('55.716038', '37.503998')",9,15,154,300,1485,1408
"('55.718669', '37.511221')",5,14,121,348,1516,1417
"('55.719313', '37.478019')",5,11,178,205,1400,1394
"('55.712196', '37.49926')",8,24,137,310,1397,1452
"('55.72746', '37.479977')",2,17,148,265,1408,1425
"('55.849211', '37.407403')",5,8,77,123,537,981
"('55.84629', '37.40327')",2,7,77,119,536,979
"('55.840103', '37.413358')",2,4,92,141,600,1088
"('55.843567', '37.35433')",5,5,29,62,320,771
"('55.842766', '37.371513')",6,6,43,95,390,870
"('55.841736', '37.359504')",4,9,28,74,349,797
"('55.837456', '37.405605')",1,7,82,118,577,1058
"('55.830927', '37.401028')",2,6,73,109,581,1072
"('55.661308', '37.322224')",1,0,30,59,245,670
"('55.61502', '37.202885')",1,0,3,15,72,152
"('55.633739', '37.324183')",8,13,57,58,201,709
"('55.634639', '37.328899')",9,10,61,59,219,714
"('55.637581', '37.333399')",9,11,59,66,232,720
"('55.636702', '37.310384')",5,7,49,43,176,659
"('55.63407', '37.320023')",8,14,54,59,187,705
"('55.639065', '37.326078')",11,9,60,56,224,705
"('55.637754', '37.321461')",11,11,58,53,205,702
"('55.6498464', '37.3145953')",1,0,50,45,194,680
"('55.638978', '37.324524')",10,12,57,57,212,710
"('55.6343125', '37.332509')",7,14,58,66,225,716
"('55.635899', '37.329788')",11,9,61,59,225,713
"('55.63973', '37.32668')",11,8,62,53,232,702
"('55.5513855', '37.3346711')",5,4,12,20,176,299
"('55.624637', '37.313295')",8,5,43,55,160,640
"('55.655975', '37.38569')",2,7,68,66,626,785
"('55.637073', '37.329869')",10,10,60,61,226,716
"('55.636687', '37.315415')",8,11,53,50,184,690
"('55.651018', '37.343362')",3,5,63,55,337,698
"('55.649093', '37.343263')",3,6,62,56,324,711
"('55.636646', '37.331216')",10,10,60,63,225,720
"('55.637581', '37.319772')",10,12,57,51,199,702
"('55.6336943', '37.3312393')",8,13,59,62,222,712
"('55.63657', '37.321461')",11,11,58,53,204,700
"('55.625211', '37.345491')",5,0,80,56,253,720
"('55.69243', '37.49232')",8,11,177,254,1209,1498
"('55.688558', '37.468398')",6,12,131,280,961,1580
"('55.69008', '37.492006')",8,10,184,238,1195,1501
"('55.689065', '37.471381')",7,11,140,266,996,1569
"('55.694214', '37.487469')",3,22,153,274,1186,1505
"('55.688453', '37.469392')",6,10,136,274,978,1565
"('55.682011', '37.495923')",6,12,201,221,1150,1512
"('55.69639', '37.494827')",4,25,155,291,1246,1505
"('55.6911051', '37.4940774')",8,9,186,235,1222,1493
"('55.68659', '37.485134')",3,19,166,238,1122,1511
"('55.687832', '37.494656')",7,12,185,242,1185,1516
"('55.69319', '37.503651')",2,19,178,273,1278,1520
"('55.687817', '37.493093')",7,14,181,238,1173,1526
"('55.679432', '37.46964')",2,7,138,242,957,1527
"('55.685158', '37.480516')",3,11,159,243,1068,1524
"('55.7749597', '37.4704903')",18,23,119,294,1216,1578
"('55.769909', '37.484217')",7,25,150,314,1309,1605
"('55.770142', '37.47368')",14,16,136,286,1244,1611
"('55.773044', '37.46494')",11,19,99,299,1176,1572
"('55.76919', '37.472675')",10,20,130,293,1235,1619
"('55.769974', '37.48298')",7,25,148,312,1299,1604
"('55.789725', '37.471039')",10,24,149,251,1284,1422
"('55.770289', '37.473671')",15,15,137,285,1247,1608
"('55.775692', '37.464268')",12,23,98,296,1198,1532
"('55.773662', '37.474336')",16,20,135,286,1251,1588
"('55.772943', '37.472899')",19,13,137,281,1247,1581
"('55.77271', '37.463942')",10,18,96,297,1171,1574
"('55.769043', '37.470842')",8,21,120,299,1212,1625
"('55.77393', '37.47039')",20,17,119,294,1219,1586
"('55.77474', '37.469368')",16,21,114,297,1209,1573
"('55.777758', '37.457987')",5,24,93,275,1198,1469
"('55.80244', '37.41213')",8,10,51,142,814,1128
"('55.770664', '37.472791')",17,12,138,280,1242,1602
"('55.773768', '37.469009')",19,16,117,287,1215,1572
"('55.770375', '37.489859')",9,14,185,298,1377,1572
"('55.785078', '37.464886')",16,26,121,260,1264,1408
"('55.775646', '37.459505')",8,22,94,297,1178,1514
"('55.7895917', '37.4757329')",11,23,168,235,1341,1406
"('55.738728', '37.491521')",8,16,136,330,1432,1504
"('55.932412', '37.387076')",3,0,4,11,135,421
"('55.932591', '37.381558')",3,0,7,8,118,425
"('55.901697', '37.388313')",3,3,13,14,299,473
"('55.894672', '37.390335')",1,8,8,43,295,565
"('55.900749', '37.395931')",2,4,12,25,311,512
"('55.892718', '37.400557')",2,7,9,58,336,588
"('55.8869013', '37.3890556')",7,4,13,66,311,602
"('55.88972', '37.398985')",3,7,9,70,328,610
"('55.73186', '37.40628')",6,16,113,96,803,1443
"('55.735245', '37.414238')",14,15,124,94,858,1484
"('55.739433', '37.417545')",12,19,108,124,862,1531
"('55.740421', '37.39709')",5,9,91,91,714,1489
"('55.73913', '37.414364')",13,18,103,116,835,1527
"('55.7383822', '37.4025433')",7,16,96,92,764,1472
"('55.728819', '37.409451')",3,17,115,104,822,1439
"('55.731212', '37.415442')",7,21,118,113,867,1473
"('55.7367235', '37.4186826')",10,21,120,114,889,1501
"('55.732124', '37.427723')",4,18,138,123,991,1475
"('55.742438', '37.429869')",3,16,120,162,967,1541
"('55.755738', '37.403324')",5,12,56,145,721,1516
"('55.736164', '37.407654')",9,20,105,100,806,1472
"('55.738243', '37.418415')",12,19,114,120,876,1518
"('55.72926', '37.421713')",6,20,132,119,932,1472
"('55.737948', '37.416314')",13,19,115,111,862,1515
"('55.745351', '37.685674')",10,19,172,334,1444,1670
"('55.743147', '37.683769')",9,28,167,336,1448,1663
"('55.738971', '37.685512')",10,20,158,320,1452,1645
"('55.738323', '37.687704')",10,17,153,315,1452,1635
"('55.740013', '37.68765')",14,17,158,316,1454,1624
"('55.742103', '37.68897')",11,14,164,317,1455,1617
"('55.7453', '37.70232')",3,22,136,309,1402,1547
"('55.743988', '37.686545')",10,18,166,327,1448,1655
"('55.635371', '37.671849')",4,8,41,192,771,1262
"('55.870445', '37.53747')",5,16,113,200,797,1126
"('55.867869', '37.526941')",7,11,125,175,859,1075
"('55.843363', '37.489143')",12,22,115,245,921,1237
"('55.880945', '37.54118')",9,8,107,156,712,1060
"('55.78685', '37.614509')",1,16,268,405,1508,1791
"('55.856124', '37.555723')",6,10,112,229,976,1213
"('55.857158', '37.627687')",3,18,107,193,926,1311
"('55.8738384', '37.5390459')",6,17,107,196,746,1137
"('55.866576', '37.532682')",8,11,123,184,873,1085
"('55.8715345', '37.5395432')",4,18,107,204,774,1137
"('55.869359', '37.527633')",8,12,122,180,827,1095
"('55.868748', '37.535475')",9,13,121,196,824,1121
"('55.8768038', '37.5354543')",6,17,105,185,725,1098
"('55.86798', '37.528046')",9,10,123,177,858,1077
"('55.800003', '37.411564')",5,9,49,148,820,1135
"('55.817603', '37.395239')",5,6,58,105,627,1092
"('55.803231', '37.347476')",2,0,9,57,394,911
"('55.812332', '37.402201')",6,11,46,124,675,1150
"('55.806135', '37.421686')",6,6,68,169,847,1166
"('55.804283', '37.405848')",5,18,42,128,759,1116
"('55.814988', '37.394098')",5,9,51,101,633,1091
"('55.808892', '37.404213')",5,18,40,136,705,1143
"('55.806408', '37.395832')",6,9,39,103,708,1064
"('55.808852', '37.397099')",6,13,39,114,678,1102
"('55.816915', '37.395293')",5,6,58,98,636,1090
"('55.67269', '37.620266')",2,10,123,274,1321,1609
"('55.68057', '37.651512')",8,9,100,214,1353,1483
"('55.66965', '37.611482')",5,8,143,253,1281,1615
"('55.67868', '37.652912')",4,10,95,219,1316,1485
"('55.68128', '37.646363')",7,9,102,233,1378,1488
"('55.673519', '37.596435')",7,13,165,257,1288,1689
"('55.673179', '37.597396')",7,13,161,259,1284,1684
"('55.672935', '37.51761')",9,26,171,320,1065,1685
"('55.782775', '37.47881')",13,28,147,272,1333,1482
"('55.783306', '37.494278')",8,17,213,270,1437,1506
"('55.782972', '37.475701')",15,28,133,282,1297,1486
"('55.7807015', '37.468725')",12,39,99,293,1240,1483
"('55.773348', '37.474677')",17,16,139,284,1252,1586
"('55.768046', '37.499659')",7,15,196,327,1419,1614
"('55.77636', '37.496569')",6,12,215,315,1422,1576
"('55.7799454', '37.4858997')",6,25,177,270,1378,1523
"('55.784719', '37.496677')",8,18,220,274,1440,1509
"('55.785215', '37.456136')",8,21,106,244,1202,1394
"('55.786774', '37.46856')",15,23,143,256,1279,1422
"('55.785073', '37.459774')",10,25,103,262,1224,1406
"('55.793677', '37.455732')",4,8,132,213,1201,1289
"('55.784267', '37.468452')",19,24,131,265,1271,1434
"('55.785053', '37.471911')",18,23,140,271,1290,1451
"('55.781927', '37.46363')",12,35,95,280,1226,1456
"('55.774325', '37.470545')",19,18,122,290,1220,1582
"('55.780213', '37.471623')",11,43,100,299,1246,1504
"('55.772396', '37.498285')",7,13,204,327,1415,1607
"('55.773201', '37.463484')",10,19,96,299,1169,1567
"('55.781443', '37.481567')",12,22,162,265,1361,1494
"('55.7847649', '37.4665621')",18,23,131,257,1272,1412
"('55.771864', '37.492689')",6,17,192,311,1381,1599
"('55.781701', '37.485996')",6,28,180,260,1399,1496
"('55.78035', '37.450027')",5,9,100,243,1169,1408
"('55.672255', '37.577238')",7,23,184,261,1227,1761
"('55.669752', '37.592402')",5,14,169,258,1226,1709
"('55.712426', '37.392706')",7,12,60,109,697,1296
"('55.71408', '37.3954')",6,17,65,112,703,1340
"('55.719994', '37.391106')",4,9,85,84,697,1350
"('55.715973', '37.389553')",5,8,70,90,685,1317
"('55.714024', '37.396407')",9,14,70,110,711,1348
"('55.734139', '37.740579')",2,15,88,255,1159,1419
"('55.7263668', '37.741592')",16,10,100,231,1110,1427
"('55.72834', '37.720438')",4,5,125,237,1274,1504
"('55.729012', '37.7373')",11,11,100,239,1162,1425
"('55.716742', '37.732018')",9,8,108,240,1127,1495
"('55.726041', '37.745654')",11,14,101,226,1076,1416
"('55.728859', '37.739546')",13,10,98,237,1149,1411
"('55.727474', '37.736286')",13,12,103,235,1158,1434
"('55.718542', '37.746768')",4,24,99,224,1003,1441
"('55.724353', '37.74101')",13,13,104,229,1104,1427
"('55.7027648', '37.7817378')",6,22,92,171,725,1321
"('55.712071', '37.760827')",4,19,107,161,932,1379
"('55.726918', '37.737758')",15,10,103,231,1146,1429
"('55.717731', '37.734093')",10,9,112,233,1124,1475
"('55.718903', '37.7388')",8,22,100,248,1066,1471
"('55.73296', '37.717115')",3,8,139,235,1358,1459
"('55.72817', '37.738764')",15,8,107,228,1155,1412
"('55.726853', '37.749696')",6,19,96,225,1051,1398
"('55.728004', '37.734947')",11,14,98,246,1161,1443
"('55.72642', '37.741413')",16,10,100,232,1113,1424
"('55.729224', '37.738252')",11,12,99,238,1160,1413
"('55.612017', '37.411121')",2,8,26,99,443,840
"('55.750738', '37.682323')",5,18,201,332,1459,1662
"('55.666127', '37.508589')",11,29,182,265,1017,1600
"('55.673783', '37.50434')",8,29,175,296,1035,1627
"('55.673046', '37.51035')",14,19,180,306,1033,1665
"('55.667061', '37.507699')",9,31,181,270,1018,1598
"('55.6737', '37.538063')",17,19,202,288,1169,1763
"('55.680641', '37.51644')",5,19,178,315,1124,1682
