author,author_type,url,floor,floors_total,rooms,meters,district,street,house_number,price
ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307577090/,8,9,3,75.0,Южное Бутово,Южнобутовская ,84,60000
Инна Дударева,realtor,https://www.cian.ru/rent/flat/307550638/,6,19,3,52.0,Тимирязевский,проезд 1-й Нижнелихоборский,1,100000
Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/307549492/,3,33,3,100.0,Нагатино-Садовники,1-й Нагатинский проезд,11к3,120000
ID 121429968,homeowner,https://www.cian.ru/rent/flat/307536740/,12,12,3,63.0,Коньково, Островитянова,37,75000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307565377/,17,17,3,75.0,Крылатское,Осенний бульвар,20К2,101500
ID 121802023,homeowner,https://www.cian.ru/rent/flat/307664211/,9,14,3,72.0,Строгино, Исаковского,31,90000
ID 13281743,homeowner,https://www.cian.ru/rent/flat/307060770/,11,16,3,64.0,Нагорный,Симферопольский бульвар,37к1,95000
ID 80171119,unknown,https://www.cian.ru/rent/flat/307538896/,1,8,3,82.0,Тимирязевский,Дмитровский проезд,8,120000
Ahmadulin Estate,real_estate_agent,https://www.cian.ru/rent/flat/307296949/,11,16,3,75.1,Ясенево,Литовский бульвар,10К1,95000
АМК-Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307656694/,1,3,1,35.0,, Генерала Донскова,29к2,28000
МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/307261073/,2,4,1,35.0,, Центральная,12к1,35000
Иосиф Топский,realtor,https://www.cian.ru/rent/flat/307224955/,2,3,1,47.0,, Генерала Донскова,27к2,30000
ID 351925,homeowner,https://www.cian.ru/rent/flat/306637866/,3,3,1,46.0,, Генерала Донскова,25к2,85000
ID 378436,homeowner,https://www.cian.ru/rent/flat/304884342/,2,4,1,45.0,Новая Москва, Школьная,13к2,50000
Олеся Левина,realtor,https://www.cian.ru/rent/flat/299997701/,1,3,1,36.0,, Вышгородская,16,31000
ID 20602186,homeowner,https://www.cian.ru/rent/flat/292590294/,7,9,1,43.0,, Семена Гордого,1,35000
Мегаквартал,real_estate_agent,https://www.cian.ru/rent/flat/307718730/,3,3,2,60.0,, Вышгородская,14,35000
ID 99973557,realtor,https://www.cian.ru/rent/flat/307619785/,6,11,2,77.5,, Семена Гордого,12,60000
DREAM HOUSE,real_estate_agent,https://www.cian.ru/rent/flat/307582390/,3,3,2,52.0,, Вышгородская,14,35000
ID 307527,unknown,https://www.cian.ru/rent/flat/307569912/,3,9,2,72.0,, Семена Гордого,1,80000
ID 82886436,realtor,https://www.cian.ru/rent/flat/306886846/,2,5,2,72.0,Новая Москва, Школьная,13к2,55000
Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/304516783/,4,9,2,72.0,, Семена Гордого,3,94500
ID 101096277,homeowner,https://www.cian.ru/rent/flat/285068953/,2,3,3,76.5,, Борисоглебская Слобода,4к2,50000
ID 388975,realtor,https://www.cian.ru/rent/flat/307717110/,2,4,1,30.0,Арбат, Большая Молчановка,15/12,80000
Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307658421/,3,6,1,45.0,Арбат,Большой Николопесковский переулок,5,130000
Самолет Плюс,real_estate_agent,https://www.cian.ru/rent/flat/307623419/,5,12,1,39.0,Арбат,Староконюшенный переулок,30,110000
Вертикаль,real_estate_agent,https://www.cian.ru/rent/flat/307605980/,22,26,1,30.0,Арбат, Новый Арбат,15,130000
ID 32403,real_estate_agent,https://www.cian.ru/rent/flat/307505980/,2,8,1,38.0,Хамовники,Гоголевский бульвар,8,105000
Парус,real_estate_agent,https://www.cian.ru/rent/flat/307129810/,3,6,1,44.6,Арбат,Большой Николопесковский переулок,5,130000
Вертикаль,real_estate_agent,https://www.cian.ru/rent/flat/307075611/,21,26,1,30.0,Арбат, Новый Арбат,15,130000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307040826/,23,26,1,30.0,Арбат, Новый Арбат,15,130000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307014322/,21,26,1,30.0,Арбат, Новый Арбат,15,130000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306839746/,3,6,1,42.0,Арбат,Большой Николопесковский переулок,5,130000
Татьяна Иванова,realtor,https://www.cian.ru/rent/flat/202762416/,5,9,1,32.0,Арбат,переулок Калошин,6С1,95000
Maroom,real_estate_agent,https://www.cian.ru/rent/flat/307062999/,8,14,1,35.5,Хамовники,Малая Пироговская ,27К1,88000
Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307537332/,2,4,1,35.0,Тверской,Малый Гнездниковский переулок,10,110000
Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307713163/,3,5,2,80.0,Арбат,Гоголевский бульвар,25С1,260000
Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/307701561/,3,6,2,60.0,Арбат,Большой Николопесковский переулок,3,160000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307676545/,5,8,2,44.0,Хамовники,переулок Сивцев Вражек,15/25,150000
Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307635696/,3,6,2,60.0,Арбат,Большой Николопесковский переулок,3,160000
ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307594411/,5,9,2,40.0,Арбат,переулок Калошин,6С1,130000
Роман Пятин,realtor,https://www.cian.ru/rent/flat/307591968/,12,24,2,53.9,Арбат, Новый Арбат,26,140000
Александр Гумиров,realtor,https://www.cian.ru/rent/flat/307591914/,6,7,2,44.0,Арбат,Гоголевский бульвар,27,140000
Penny Lane Moscow,real_estate_agent,https://www.cian.ru/rent/flat/307480940/,6,7,2,70.0,Арбат,Большой Николопесковский переулок,6,250000
ID 762067,realtor,https://www.cian.ru/rent/flat/307383076/,4,9,2,44.0,Арбат,переулок Калошин,6С1,120000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307341637/,5,7,2,80.0,Пресненский,переулок Брюсов,2/14С3,400000
ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307339783/,5,7,2,77.0,Пресненский,переулок Брюсов,2/14С3,400000
Intermark Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307322751/,6,7,2,70.0,Арбат,Большой Николопесковский переулок,6,250000
ЛАРТ-Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/307215484/,6,12,2,38.2,Арбат,Староконюшенный переулок,30,120000
Парус,real_estate_agent,https://www.cian.ru/rent/flat/307097455/,3,6,2,60.0,Арбат,Большой Николопесковский переулок,3,160000
Ashtons International Realty,real_estate_agent,https://www.cian.ru/rent/flat/307094176/,6,7,2,70.0,Арбат,Большой Николопесковский переулок,6,250000
Trust Realty,real_estate_agent,https://www.cian.ru/rent/flat/307046880/,6,7,2,70.0,Арбат,Большой Николопесковский переулок,6,250000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306993922/,5,7,2,70.0,Арбат,Большой Николопесковский переулок,6,250000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306988264/,12,12,2,65.0,Пресненский,Большая Никитская ,43,180000
Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/306980331/,5,7,2,70.0,Арбат,Большой Николопесковский переулок,6,250000
Марк Гойг,realtor,https://www.cian.ru/rent/flat/306977757/,12,12,2,65.0,Пресненский,Большая Никитская ,43,170000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306949697/,5,7,2,75.0,Пресненский,переулок Брюсов,2/14С3,400000
ID 99146104,homeowner,https://www.cian.ru/rent/flat/306894363/,5,7,2,77.0,Пресненский,переулок Брюсов,2/14С3,400000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306834112/,3,6,2,60.0,Арбат,Большой Николопесковский переулок,3,160000
Михаил Иванов,realtor,https://www.cian.ru/rent/flat/307586651/,2,7,3,75.9,Хамовники,переулок Сивцев Вражек,21,95000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307581360/,12,13,3,67.0,Пресненский, Спиридоновка,8,180000
ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307580922/,12,13,3,70.0,Пресненский, Спиридоновка,8,220000
ОЛИМПИК СТАР,real_estate_agent,https://www.cian.ru/rent/flat/307555235/,12,13,3,68.0,Пресненский, Спиридоновка,8,180000
ЕРЦН,real_estate_agent,https://www.cian.ru/rent/flat/307543999/,3,4,3,90.0,Арбат, Арбат,18/1С2,180000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307530258/,12,13,3,70.0,Пресненский, Спиридоновка,8,180000
Наталья Кузьмичева,realtor,https://www.cian.ru/rent/flat/307204231/,1,8,3,70.7,Хамовники,переулок Сивцев Вражек,15/25,250000
Марина Высоцкая,realtor,https://www.cian.ru/rent/flat/307111837/,4,24,3,70.0,Арбат, Новый Арбат,26,165000
Ирина Беленькая,realtor,https://www.cian.ru/rent/flat/307103486/,6,10,3,90.0,Арбат,Новинский бульвар,12,150000
Виктория Парфёнова,realtor,https://www.cian.ru/rent/flat/307054167/,24,24,3,72.0,Арбат, Новый Арбат,22,170000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/306590917/,2,4,3,156.0,Арбат,Малый Каковинский переулок,1/8С1,260000
МОСКВА СИТИ,real_estate_agent,https://www.cian.ru/rent/flat/306085275/,2,6,3,100.0,Арбат, Арбат,29,230000
Apple Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/304414486/,2,4,3,156.0,Арбат,Малый Каковинский переулок,1/8С2,260000
ЕГСН Аренда,real_estate_agent,https://www.cian.ru/rent/flat/300570443/,2,4,3,156.0,Арбат,Малый Каковинский переулок,1/8С1,260000
ПроАктив Реал Эстейт,real_estate_agent,https://www.cian.ru/rent/flat/299764916/,4,5,3,112.8,Арбат,Гоголевский бульвар,23,240000
Тамара Осипова,realtor,https://www.cian.ru/rent/flat/307752564/,15,19,1,38.5,, Лаптева,8к1,55000
Манхэттен эстейт,real_estate_agent,https://www.cian.ru/rent/flat/307740977/,9,14,1,35.6,, Аэростатная,6к4,45000
Елена Гусарова,realtor,https://www.cian.ru/rent/flat/307724443/,7,25,1,44.0,, Атласова,11,46000
КОНСАЛ,real_estate_agent,https://www.cian.ru/rent/flat/307697845/,2,16,1,36.0,, Омская,4,45000
Татьяна Гулева,realtor,https://www.cian.ru/rent/flat/307697283/,16,25,1,44.4,, Радужная,2,50000
ID 25209633,realtor,https://www.cian.ru/rent/flat/307674205/,14,17,1,42.0,, Авиаконструктора Петлякова,13к1,54000
Prime Estate,real_estate_agent,https://www.cian.ru/rent/flat/307655310/,12,27,1,42.0,, Москвитина,5к1,65000
Светлана Коваленко,realtor,https://www.cian.ru/rent/flat/307606471/,14,17,1,40.0,, Летчика Ульянина,7,55000
Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307606362/,9,19,1,45.0,, Летчика Ульянина,7,58000
Самолет Плюс,real_estate_agent,https://www.cian.ru/rent/flat/307605946/,14,14,1,42.86,, Аэростатная,6к4,50000
Про Жильё,real_estate_agent,https://www.cian.ru/rent/flat/307570552/,2,17,1,40.0,, Летчика Грицевца,5,50000
Михаил Кольба,realtor,https://www.cian.ru/rent/flat/307542959/,19,19,1,42.0,, Летчика Ульянина,7А,43000
ID 76568311,homeowner,https://www.cian.ru/rent/flat/307536936/,7,14,1,33.43,, Аэростатная,6к4,47000
Александр Ульянов,realtor,https://www.cian.ru/rent/flat/307530844/,5,9,1,44.8,, Солнечная,3Ас3,55000
СТОЛИЦА Департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/307483972/,13,17,1,44.0,, Летчика Грицевца,11,60000
ID 64059704,realtor,https://www.cian.ru/rent/flat/307407834/,9,25,1,45.5,, Радужная,2,55000
ID 134808,unknown,https://www.cian.ru/rent/flat/307366541/,6,17,1,39.0,, Радужная,15,50000
ID 87353316,homeowner,https://www.cian.ru/rent/flat/307346618/,8,15,1,36.3,, Стожарова,11,47000
ЦАН,real_estate_agent,https://www.cian.ru/rent/flat/307310770/,10,20,1,42.0,, Летчика Ульянина,4,60000
ИП Уварова А. И.,real_estate_agent,https://www.cian.ru/rent/flat/307138344/,10,19,1,41.0,, Бианки,8к2,45000
Владис,real_estate_agent,https://www.cian.ru/rent/flat/306997798/,5,14,1,35.5,, Аэростатная,6к4,39900
ID 52070827,homeowner,https://www.cian.ru/rent/flat/306802543/,9,15,1,36.0,, Стожарова,11,42000
Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306410585/,8,15,1,36.0,, Стожарова,11,50000
City Nova Group,real_estate_agent,https://www.cian.ru/rent/flat/306393276/,7,17,1,40.0,, Авиаконструктора Петлякова,11,55000
ID 103353511,realtor,https://www.cian.ru/rent/flat/307777381/,22,25,2,90.0,, Радужная,14к1,100000
